sentence_id,FFD_avg,FFD_sum,GD_avg,GD_sum,GPT_avg,GPT_sum,TRT_avg,TRT_sum,nFix_avg,nFix_sum,reading_order_avg,subject
236,86.0,1118.0,86.0,1118.0,108.85,1415.0,101.69,1322.0,1.08,14.0,12.54,YDR
237,84.5,1183.0,84.5,1183.0,105.93,1483.0,101.29,1418.0,1.14,16.0,20.64,YDR
238,128.33,770.0,128.33,770.0,164.17,985.0,143.33,860.0,1.17,7.0,15.0,YDR
239,126.33,758.0,126.33,758.0,178.83,1073.0,126.33,758.0,1.0,6.0,7.5,YDR
240,107.5,860.0,107.5,860.0,170.5,1364.0,122.5,980.0,1.12,9.0,14.5,YDR
241,109.5,876.0,115.75,926.0,143.12,1145.0,115.75,926.0,1.12,9.0,8.62,YDR
242,103.5,414.0,103.5,414.0,103.5,414.0,103.5,414.0,1.0,4.0,6.5,YDR
243,103.0,515.0,103.0,515.0,173.2,866.0,173.2,866.0,1.6,8.0,6.4,YDR
244,95.0,475.0,130.0,650.0,130.0,650.0,130.0,650.0,1.2,6.0,6.6,YDR
245,92.8,464.0,103.6,518.0,170.8,854.0,123.6,618.0,1.4,7.0,11.6,YDR
246,74.5,298.0,74.5,298.0,74.5,298.0,74.5,298.0,1.0,4.0,10.25,YDR
247,101.33,608.0,101.33,608.0,139.33,836.0,101.33,608.0,1.0,6.0,14.0,YDR
248,92.18,1014.0,92.18,1014.0,199.36,2193.0,166.18,1828.0,1.64,18.0,13.27,YDR
249,107.76,1832.0,107.76,1832.0,122.71,2086.0,107.76,1832.0,1.0,17.0,18.82,YDR
250,90.3,903.0,97.9,979.0,202.1,2021.0,140.6,1406.0,1.5,15.0,9.5,YDR
251,100.92,1211.0,108.25,1299.0,404.58,4855.0,215.83,2590.0,2.08,25.0,7.67,YDR
252,95.4,477.0,95.4,477.0,133.4,667.0,133.4,667.0,1.2,6.0,7.6,YDR
253,94.0,1034.0,103.91,1143.0,278.27,3061.0,181.0,1991.0,1.73,19.0,9.27,YDR
254,100.67,2114.0,121.57,2553.0,162.67,3416.0,147.14,3090.0,1.43,30.0,15.95,YDR
255,85.0,510.0,85.0,510.0,85.0,510.0,85.0,510.0,1.0,6.0,10.5,YDR
256,85.55,941.0,85.55,941.0,92.27,1015.0,85.55,941.0,1.0,11.0,12.18,YDR
257,87.89,791.0,87.89,791.0,127.67,1149.0,120.11,1081.0,1.11,10.0,7.33,YDR
258,100.56,905.0,100.56,905.0,283.89,2555.0,165.0,1485.0,1.56,14.0,7.89,YDR
259,120.42,1445.0,120.42,1445.0,200.67,2408.0,167.25,2007.0,1.42,17.0,8.08,YDR
260,93.0,744.0,125.12,1001.0,198.38,1587.0,198.38,1587.0,1.75,14.0,7.38,YDR
261,111.78,2012.0,111.78,2012.0,154.33,2778.0,114.83,2067.0,1.06,19.0,16.94,YDR
262,84.82,933.0,84.82,933.0,114.91,1264.0,106.64,1173.0,1.09,12.0,16.55,YDR
263,130.0,650.0,130.0,650.0,196.0,980.0,130.0,650.0,1.0,5.0,4.6,YDR
264,88.75,1775.0,88.75,1775.0,298.6,5972.0,188.8,3776.0,2.05,41.0,13.6,YDR
265,90.71,1270.0,90.71,1270.0,209.07,2927.0,131.0,1834.0,1.21,17.0,9.14,YDR
266,93.3,933.0,93.3,933.0,166.6,1666.0,145.2,1452.0,1.4,14.0,6.7,YDR
267,103.0,206.0,103.0,206.0,232.5,465.0,174.0,348.0,1.5,3.0,2.0,YDR
268,95.0,475.0,95.0,475.0,132.2,661.0,132.2,661.0,1.2,6.0,8.2,YDR
269,85.17,511.0,85.17,511.0,85.17,511.0,85.17,511.0,1.0,6.0,9.83,YDR
270,103.2,516.0,103.2,516.0,131.6,658.0,103.2,516.0,1.0,5.0,5.2,YDR
271,85.67,514.0,85.67,514.0,85.67,514.0,85.67,514.0,1.0,6.0,9.17,YDR
272,103.89,935.0,103.89,935.0,142.22,1280.0,116.44,1048.0,1.11,10.0,8.67,YDR
273,108.75,435.0,108.75,435.0,160.75,643.0,160.75,643.0,1.25,5.0,6.0,YDR
274,112.71,789.0,112.71,789.0,141.86,993.0,112.71,789.0,1.0,7.0,9.0,YDR
275,199.5,399.0,199.5,399.0,199.5,399.0,199.5,399.0,1.0,2.0,4.5,YDR
276,89.8,449.0,89.8,449.0,128.2,641.0,128.2,641.0,1.2,6.0,6.0,YDR
277,119.71,838.0,119.71,838.0,279.57,1957.0,145.43,1018.0,1.29,9.0,8.71,YDR
278,104.08,1353.0,104.08,1353.0,226.46,2944.0,172.54,2243.0,1.69,22.0,9.54,YDR
279,98.17,589.0,98.17,589.0,136.5,819.0,125.33,752.0,1.17,7.0,6.33,YDR
280,85.25,341.0,85.25,341.0,218.5,874.0,192.0,768.0,1.25,5.0,4.0,YDR
281,96.83,581.0,96.83,581.0,220.17,1321.0,132.67,796.0,1.33,8.0,5.67,YDR
282,102.67,924.0,102.67,924.0,198.89,1790.0,182.22,1640.0,1.67,15.0,8.33,YDR
283,107.14,2250.0,107.14,2250.0,254.95,5354.0,121.0,2541.0,1.19,25.0,20.38,YDR
284,80.38,643.0,92.75,742.0,262.62,2101.0,233.5,1868.0,2.0,16.0,6.38,YDR
285,204.5,409.0,358.0,716.0,358.0,716.0,358.0,716.0,2.0,4.0,5.0,YDR
286,91.91,2114.0,100.83,2319.0,239.35,5505.0,170.04,3911.0,1.65,38.0,23.35,YDR
287,138.83,833.0,138.83,833.0,182.67,1096.0,138.83,833.0,1.0,6.0,7.33,YDR
288,107.6,1614.0,121.0,1815.0,264.73,3971.0,208.6,3129.0,1.87,28.0,15.8,YDR
289,102.86,720.0,102.86,720.0,102.86,720.0,102.86,720.0,1.0,7.0,9.14,YDR
290,80.71,565.0,80.71,565.0,143.71,1006.0,119.0,833.0,1.29,9.0,7.86,YDR
291,91.56,824.0,91.56,824.0,109.0,981.0,91.56,824.0,1.0,9.0,7.33,YDR
292,93.0,372.0,93.0,372.0,93.0,372.0,93.0,372.0,1.0,4.0,10.5,YDR
293,107.25,429.0,107.25,429.0,107.25,429.0,107.25,429.0,1.0,4.0,6.0,YDR
294,91.0,546.0,91.0,546.0,91.0,546.0,91.0,546.0,1.0,6.0,10.5,YDR
295,90.0,630.0,90.0,630.0,99.86,699.0,90.0,630.0,1.0,7.0,6.14,YDR
296,91.17,547.0,91.17,547.0,91.17,547.0,91.17,547.0,1.0,6.0,6.83,YDR
297,124.56,1121.0,124.56,1121.0,241.67,2175.0,184.33,1659.0,1.56,14.0,5.0,YDR
298,120.8,604.0,120.8,604.0,169.4,847.0,135.2,676.0,1.2,6.0,3.6,YDR
299,91.4,457.0,91.4,457.0,91.4,457.0,91.4,457.0,1.0,5.0,7.0,YDR
300,100.07,1401.0,106.29,1488.0,215.36,3015.0,113.79,1593.0,1.14,16.0,15.86,YDR
301,102.8,514.0,102.8,514.0,164.0,820.0,126.8,634.0,1.2,6.0,11.2,YDR
302,90.57,634.0,90.57,634.0,90.57,634.0,90.57,634.0,1.0,7.0,7.43,YDR
303,108.38,867.0,108.38,867.0,117.12,937.0,108.38,867.0,1.0,8.0,8.62,YDR
304,78.57,550.0,78.57,550.0,156.71,1097.0,117.71,824.0,1.29,9.0,11.86,YDR
305,96.33,578.0,96.33,578.0,122.17,733.0,122.17,733.0,1.17,7.0,6.5,YDR
306,110.25,882.0,110.25,882.0,173.5,1388.0,110.25,882.0,1.0,8.0,14.12,YDR
307,100.6,503.0,100.6,503.0,149.2,746.0,127.8,639.0,1.4,7.0,15.4,YDR
308,108.56,977.0,108.56,977.0,196.78,1771.0,126.89,1142.0,1.11,10.0,6.22,YDR
309,111.68,4244.0,115.74,4398.0,331.79,12608.0,221.47,8416.0,1.84,70.0,27.05,YDR
310,103.82,1142.0,103.82,1142.0,142.91,1572.0,103.82,1142.0,1.0,11.0,12.36,YDR
311,103.8,519.0,116.8,584.0,146.8,734.0,116.8,584.0,1.2,6.0,4.4,YDR
312,97.39,1753.0,100.22,1804.0,217.5,3915.0,175.22,3154.0,1.83,33.0,10.72,YDR
313,98.0,490.0,98.0,490.0,129.2,646.0,98.0,490.0,1.0,5.0,4.8,YDR
314,125.38,1003.0,143.62,1149.0,176.38,1411.0,143.62,1149.0,1.12,9.0,7.88,YDR
315,92.08,1197.0,97.77,1271.0,149.69,1946.0,125.69,1634.0,1.38,18.0,13.85,YDR
316,107.95,2267.0,112.95,2372.0,261.24,5486.0,139.48,2929.0,1.19,25.0,17.86,YDR
317,107.0,1819.0,107.0,1819.0,166.82,2836.0,136.0,2312.0,1.18,20.0,15.94,YDR
318,107.71,1508.0,118.14,1654.0,220.29,3084.0,143.14,2004.0,1.29,18.0,12.14,YDR
319,91.89,827.0,91.89,827.0,109.67,987.0,109.67,987.0,1.11,10.0,10.11,YDR
320,120.5,482.0,120.5,482.0,120.5,482.0,120.5,482.0,1.0,4.0,5.25,YDR
321,107.2,1072.0,107.2,1072.0,118.6,1186.0,107.2,1072.0,1.0,10.0,11.8,YDR
322,105.9,1059.0,105.9,1059.0,135.2,1352.0,105.9,1059.0,1.0,10.0,15.6,YDR
323,118.33,355.0,118.33,355.0,118.33,355.0,118.33,355.0,1.0,3.0,3.67,YDR
324,91.75,367.0,109.5,438.0,124.0,496.0,109.5,438.0,1.25,5.0,5.75,YDR
325,108.8,544.0,108.8,544.0,199.4,997.0,150.8,754.0,1.4,7.0,4.0,YDR
326,89.33,536.0,101.33,608.0,119.83,719.0,101.33,608.0,1.17,7.0,9.83,YDR
327,103.91,1143.0,110.0,1210.0,152.27,1675.0,143.91,1583.0,1.36,15.0,11.09,YDR
328,92.12,737.0,92.12,737.0,92.12,737.0,92.12,737.0,1.0,8.0,13.62,YDR
329,131.38,1051.0,141.62,1133.0,241.38,1931.0,164.75,1318.0,1.38,11.0,9.88,YDR
330,101.54,1320.0,101.54,1320.0,107.31,1395.0,101.54,1320.0,1.0,13.0,12.77,YDR
331,84.75,678.0,84.75,678.0,84.75,678.0,84.75,678.0,1.0,8.0,12.12,YDR
332,107.17,643.0,107.17,643.0,229.83,1379.0,132.83,797.0,1.17,7.0,5.5,YDR
333,87.17,523.0,87.17,523.0,111.83,671.0,111.83,671.0,1.17,7.0,10.5,YDR
334,82.8,414.0,82.8,414.0,109.6,548.0,97.2,486.0,1.2,6.0,8.0,YDR
335,78.25,313.0,78.25,313.0,78.25,313.0,78.25,313.0,1.0,4.0,5.5,YDR
336,101.67,915.0,101.67,915.0,126.33,1137.0,110.11,991.0,1.11,10.0,12.89,YDR
337,82.25,658.0,94.0,752.0,138.5,1108.0,104.0,832.0,1.25,10.0,6.25,YDR
338,95.38,763.0,95.38,763.0,114.5,916.0,114.5,916.0,1.12,9.0,9.5,YDR
339,105.5,1266.0,141.67,1700.0,293.33,3520.0,233.5,2802.0,2.08,25.0,9.25,YDR
340,96.65,1643.0,99.82,1697.0,128.76,2189.0,118.47,2014.0,1.24,21.0,16.94,YDR
341,90.0,810.0,96.67,870.0,162.67,1464.0,162.67,1464.0,1.56,14.0,9.89,YDR
342,104.27,1147.0,120.27,1323.0,223.55,2459.0,178.27,1961.0,1.64,18.0,8.55,YDR
343,107.42,1289.0,111.92,1343.0,195.33,2344.0,161.08,1933.0,1.42,17.0,10.83,YDR
344,120.8,604.0,120.8,604.0,151.6,758.0,120.8,604.0,1.0,5.0,5.4,YDR
345,105.6,528.0,105.6,528.0,133.4,667.0,105.6,528.0,1.0,5.0,11.4,YDR
346,85.0,425.0,85.0,425.0,85.0,425.0,85.0,425.0,1.0,5.0,8.8,YDR
347,103.57,725.0,103.57,725.0,161.29,1129.0,103.57,725.0,1.0,7.0,9.57,YDR
348,91.5,732.0,106.62,853.0,192.0,1536.0,165.5,1324.0,1.75,14.0,6.38,YDR
0,117.09,2693.0,129.39,2976.0,240.78,5538.0,210.61,4844.0,1.78,41.0,11.91,YFR
1,126.38,2022.0,130.31,2085.0,438.12,7010.0,369.12,5906.0,2.81,45.0,8.38,YFR
2,121.9,1219.0,134.5,1345.0,250.3,2503.0,231.1,2311.0,1.8,18.0,6.6,YFR
3,114.0,2622.0,144.65,3327.0,266.96,6140.0,239.78,5515.0,1.91,44.0,12.96,YFR
4,108.19,1731.0,118.69,1899.0,229.06,3665.0,204.0,3264.0,1.81,29.0,11.81,YFR
5,119.03,3571.0,136.43,4093.0,213.83,6415.0,199.77,5993.0,1.6,48.0,19.27,YFR
6,103.0,1957.0,118.68,2255.0,215.79,4100.0,193.84,3683.0,1.84,35.0,12.53,YFR
7,110.26,2977.0,149.22,4029.0,285.74,7715.0,235.78,6366.0,2.15,58.0,15.96,YFR
8,97.45,1072.0,103.27,1136.0,238.64,2625.0,188.64,2075.0,1.91,21.0,6.0,YFR
9,106.64,1493.0,133.07,1863.0,254.79,3567.0,180.43,2526.0,1.64,23.0,10.21,YFR
10,129.0,4128.0,146.53,4689.0,271.03,8673.0,217.75,6968.0,1.88,60.0,21.0,YFR
11,96.64,2706.0,103.71,2904.0,236.75,6629.0,219.82,6155.0,2.07,58.0,14.96,YFR
12,93.0,744.0,100.12,801.0,290.25,2322.0,201.5,1612.0,2.12,17.0,4.62,YFR
13,115.24,1959.0,118.76,2019.0,217.12,3691.0,144.18,2451.0,1.35,23.0,9.29,YFR
14,111.36,2784.0,146.24,3656.0,209.32,5233.0,192.12,4803.0,1.64,41.0,15.52,YFR
15,125.28,4009.0,125.28,4009.0,323.69,10358.0,271.84,8699.0,2.34,75.0,16.56,YFR
16,118.17,709.0,132.33,794.0,183.0,1098.0,150.17,901.0,1.33,8.0,5.17,YFR
17,90.9,2818.0,99.42,3082.0,163.77,5077.0,147.58,4575.0,1.61,50.0,23.74,YFR
18,88.0,968.0,117.55,1293.0,176.82,1945.0,176.82,1945.0,1.82,20.0,9.73,YFR
19,86.2,862.0,99.6,996.0,209.5,2095.0,197.5,1975.0,2.0,20.0,5.5,YFR
20,119.7,2394.0,125.8,2516.0,334.45,6689.0,198.1,3962.0,1.75,35.0,10.85,YFR
21,104.75,1676.0,108.44,1735.0,108.44,1735.0,108.44,1735.0,1.06,17.0,13.19,YFR
22,97.29,1362.0,97.29,1362.0,319.57,4474.0,221.21,3097.0,2.14,30.0,7.14,YFR
23,95.55,1051.0,95.55,1051.0,195.55,2151.0,176.27,1939.0,1.36,15.0,8.0,YFR
24,110.15,2974.0,125.7,3394.0,229.93,6208.0,139.96,3779.0,1.26,34.0,16.37,YFR
25,106.42,1277.0,125.92,1511.0,165.25,1983.0,149.67,1796.0,1.33,16.0,7.0,YFR
26,103.93,1559.0,103.93,1559.0,467.13,7007.0,302.27,4534.0,1.93,29.0,7.07,YFR
27,105.21,1473.0,131.14,1836.0,209.29,2930.0,193.29,2706.0,1.93,27.0,9.07,YFR
28,103.92,4157.0,120.88,4835.0,196.68,7867.0,165.32,6613.0,1.6,64.0,25.75,YFR
29,112.07,1569.0,117.21,1641.0,236.5,3311.0,207.5,2905.0,1.79,25.0,7.71,YFR
30,105.67,951.0,121.22,1091.0,166.44,1498.0,166.44,1498.0,1.33,12.0,7.67,YFR
31,99.82,4392.0,106.8,4699.0,221.98,9767.0,163.0,7172.0,1.64,72.0,24.82,YFR
32,118.65,2017.0,147.94,2515.0,805.47,13693.0,401.29,6822.0,3.0,51.0,8.76,YFR
33,128.78,2962.0,131.17,3017.0,557.87,12831.0,293.52,6751.0,2.65,61.0,14.0,YFR
34,114.08,1369.0,143.75,1725.0,299.67,3596.0,217.5,2610.0,1.75,21.0,6.92,YFR
35,106.2,531.0,243.6,1218.0,338.2,1691.0,243.6,1218.0,2.0,10.0,4.4,YFR
36,116.27,1279.0,155.18,1707.0,290.36,3194.0,224.09,2465.0,1.64,18.0,7.18,YFR
37,101.1,1011.0,120.0,1200.0,259.3,2593.0,241.0,2410.0,2.0,20.0,7.0,YFR
38,109.24,2294.0,116.29,2442.0,167.1,3509.0,140.19,2944.0,1.33,28.0,14.0,YFR
39,122.14,855.0,133.57,935.0,453.57,3175.0,352.0,2464.0,2.86,20.0,3.29,YFR
40,99.87,1498.0,118.07,1771.0,270.07,4051.0,214.53,3218.0,1.8,27.0,8.87,YFR
41,124.62,2617.0,141.1,2963.0,312.33,6559.0,275.62,5788.0,2.48,52.0,11.38,YFR
42,96.77,1258.0,152.31,1980.0,246.46,3204.0,233.62,3037.0,1.77,23.0,6.85,YFR
43,159.6,798.0,159.6,798.0,216.2,1081.0,159.6,798.0,1.0,5.0,3.8,YFR
44,93.05,1954.0,97.43,2046.0,239.24,5024.0,198.0,4158.0,2.05,43.0,10.81,YFR
45,111.4,2228.0,160.1,3202.0,250.1,5002.0,215.65,4313.0,2.0,40.0,10.7,YFR
46,116.5,1631.0,123.21,1725.0,151.93,2127.0,139.79,1957.0,1.21,17.0,9.07,YFR
47,115.39,2654.0,138.48,3185.0,234.61,5396.0,221.7,5099.0,2.0,46.0,13.78,YFR
48,118.25,1892.0,123.25,1972.0,219.0,3504.0,206.0,3296.0,1.69,27.0,9.19,YFR
49,111.83,2572.0,120.83,2779.0,457.83,10530.0,296.04,6809.0,2.35,54.0,11.96,YFR
50,95.48,2578.0,95.48,2578.0,275.44,7437.0,230.78,6231.0,2.19,59.0,13.0,YFR
51,121.12,1938.0,121.12,1938.0,393.31,6293.0,338.69,5419.0,2.5,40.0,8.69,YFR
52,95.2,952.0,140.2,1402.0,511.8,5118.0,316.5,3165.0,2.3,23.0,6.9,YFR
53,124.14,869.0,138.14,967.0,226.29,1584.0,214.86,1504.0,1.71,12.0,5.71,YFR
54,94.92,2373.0,108.08,2702.0,239.4,5985.0,191.88,4797.0,1.72,43.0,13.92,YFR
55,102.59,3283.0,120.94,3870.0,246.28,7881.0,198.53,6353.0,1.81,58.0,23.59,YFR
56,112.38,1798.0,172.5,2760.0,401.69,6427.0,336.38,5382.0,2.5,40.0,13.62,YFR
57,107.92,1295.0,124.0,1488.0,164.92,1979.0,142.08,1705.0,1.33,16.0,6.67,YFR
58,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,1.0,1.0,9.0,YFR
59,94.67,284.0,94.67,284.0,344.0,1032.0,308.33,925.0,2.33,7.0,4.67,YFR
60,117.12,937.0,152.5,1220.0,497.5,3980.0,434.5,3476.0,3.5,28.0,12.5,YFR
61,77.36,851.0,103.55,1139.0,224.73,2472.0,140.09,1541.0,1.55,17.0,14.0,YFR
62,133.0,931.0,158.14,1107.0,284.0,1988.0,184.57,1292.0,1.57,11.0,3.43,YFR
63,122.14,855.0,169.71,1188.0,521.57,3651.0,382.14,2675.0,3.0,21.0,8.57,YFR
64,118.88,951.0,137.12,1097.0,549.0,4392.0,535.5,4284.0,3.88,31.0,3.5,YFR
65,105.31,1369.0,114.62,1490.0,202.15,2628.0,192.62,2504.0,1.77,23.0,7.54,YFR
66,126.44,1138.0,126.44,1138.0,153.67,1383.0,126.44,1138.0,1.0,9.0,5.0,YFR
67,112.08,1345.0,112.08,1345.0,180.67,2168.0,160.92,1931.0,1.42,17.0,8.25,YFR
68,131.0,524.0,181.75,727.0,269.0,1076.0,181.75,727.0,1.25,5.0,2.5,YFR
69,107.95,2159.0,118.0,2360.0,281.9,5638.0,226.85,4537.0,1.95,39.0,14.1,YFR
70,119.36,1671.0,163.79,2293.0,284.93,3989.0,261.29,3658.0,1.71,24.0,13.21,YFR
71,137.14,960.0,137.14,960.0,247.29,1731.0,178.14,1247.0,1.43,10.0,3.71,YFR
72,109.62,1425.0,114.77,1492.0,208.15,2706.0,154.69,2011.0,1.46,19.0,6.54,YFR
73,114.6,1146.0,125.9,1259.0,214.8,2148.0,162.4,1624.0,1.3,13.0,5.6,YFR
74,96.0,1536.0,153.81,2461.0,175.06,2801.0,175.06,2801.0,1.5,24.0,10.75,YFR
75,175.5,1404.0,210.12,1681.0,1090.88,8727.0,984.38,7875.0,6.0,48.0,3.5,YFR
76,101.78,916.0,164.89,1484.0,214.33,1929.0,214.33,1929.0,2.11,19.0,5.89,YFR
77,153.57,1075.0,153.57,1075.0,577.71,4044.0,535.14,3746.0,3.86,27.0,3.0,YFR
78,123.71,1732.0,135.57,1898.0,161.93,2267.0,150.29,2104.0,1.36,19.0,10.86,YFR
79,115.0,460.0,141.0,564.0,421.0,1684.0,362.25,1449.0,3.0,12.0,1.5,YFR
80,106.88,1710.0,125.06,2001.0,299.81,4797.0,276.19,4419.0,2.56,41.0,9.12,YFR
81,109.47,1642.0,109.47,1642.0,607.53,9113.0,316.53,4748.0,3.07,46.0,9.93,YFR
82,106.4,1064.0,123.6,1236.0,317.8,3178.0,263.5,2635.0,1.9,19.0,6.0,YFR
83,104.0,1976.0,132.05,2509.0,240.53,4570.0,225.05,4276.0,2.16,41.0,10.47,YFR
84,107.39,1933.0,112.67,2028.0,129.28,2327.0,112.67,2028.0,1.06,19.0,11.67,YFR
85,128.6,643.0,128.6,643.0,278.0,1390.0,237.2,1186.0,1.8,9.0,3.2,YFR
86,114.5,916.0,124.12,993.0,190.25,1522.0,190.25,1522.0,1.62,13.0,6.62,YFR
87,109.17,1310.0,115.17,1382.0,251.42,3017.0,228.67,2744.0,1.83,22.0,9.42,YFR
88,80.5,805.0,86.7,867.0,232.1,2321.0,204.1,2041.0,2.2,22.0,12.8,YFR
89,128.39,2953.0,131.7,3029.0,362.96,8348.0,315.87,7265.0,2.26,52.0,13.0,YFR
90,91.07,1275.0,101.36,1419.0,142.86,2000.0,132.43,1854.0,1.36,19.0,9.57,YFR
91,103.31,2686.0,109.5,2847.0,218.12,5671.0,182.58,4747.0,1.81,47.0,14.92,YFR
92,93.2,932.0,105.7,1057.0,152.7,1527.0,138.5,1385.0,1.4,14.0,7.1,YFR
93,144.77,1882.0,209.31,2721.0,231.31,3007.0,222.62,2894.0,1.38,18.0,11.31,YFR
94,128.64,1801.0,139.43,1952.0,301.93,4227.0,173.0,2422.0,1.5,21.0,8.43,YFR
95,125.64,1759.0,125.64,1759.0,217.79,3049.0,195.86,2742.0,1.57,22.0,6.93,YFR
96,110.09,1211.0,115.73,1273.0,207.09,2278.0,175.27,1928.0,1.64,18.0,7.36,YFR
97,142.4,1424.0,148.5,1485.0,508.7,5087.0,429.2,4292.0,2.0,20.0,5.5,YFR
98,116.67,1400.0,144.92,1739.0,274.75,3297.0,257.5,3090.0,2.33,28.0,7.92,YFR
99,112.12,1794.0,124.88,1998.0,242.38,3878.0,184.25,2948.0,1.69,27.0,9.5,YFR
100,114.7,1147.0,131.3,1313.0,483.0,4830.0,339.4,3394.0,3.0,30.0,6.1,YFR
101,156.11,1405.0,156.11,1405.0,229.33,2064.0,178.22,1604.0,1.22,11.0,5.11,YFR
102,117.38,3052.0,126.85,3298.0,315.0,8190.0,294.58,7659.0,2.58,67.0,14.42,YFR
103,104.17,1250.0,104.17,1250.0,260.75,3129.0,190.67,2288.0,1.83,22.0,6.92,YFR
104,105.25,1684.0,105.25,1684.0,240.62,3850.0,211.94,3391.0,1.81,29.0,9.19,YFR
105,161.25,1935.0,167.5,2010.0,319.67,3836.0,312.92,3755.0,2.33,28.0,5.5,YFR
106,117.06,1873.0,125.19,2003.0,241.81,3869.0,178.12,2850.0,1.38,22.0,7.5,YFR
107,99.33,1192.0,112.92,1355.0,188.5,2262.0,175.83,2110.0,1.67,20.0,6.42,YFR
108,97.17,583.0,130.83,785.0,366.33,2198.0,237.5,1425.0,1.83,11.0,2.5,YFR
109,113.0,1356.0,126.83,1522.0,197.58,2371.0,185.42,2225.0,1.58,19.0,6.58,YFR
110,107.42,1289.0,122.58,1471.0,234.58,2815.0,224.17,2690.0,2.0,24.0,5.58,YFR
111,112.8,1128.0,121.8,1218.0,260.1,2601.0,176.9,1769.0,1.6,16.0,4.7,YFR
112,99.23,1290.0,107.46,1397.0,540.85,7031.0,405.23,5268.0,3.54,46.0,6.31,YFR
113,82.44,742.0,90.78,817.0,175.89,1583.0,166.22,1496.0,1.56,14.0,4.89,YFR
114,109.78,2964.0,120.41,3251.0,401.19,10832.0,249.22,6729.0,2.33,63.0,18.59,YFR
115,94.5,1134.0,94.5,1134.0,193.42,2321.0,136.42,1637.0,1.42,17.0,7.25,YFR
116,97.31,1265.0,97.31,1265.0,207.08,2692.0,171.15,2225.0,1.62,21.0,15.54,YFR
117,97.0,1455.0,165.93,2489.0,569.53,8543.0,454.07,6811.0,3.53,53.0,18.67,YFR
118,127.25,509.0,127.25,509.0,195.5,782.0,150.25,601.0,1.25,5.0,2.75,YFR
119,121.71,2069.0,128.35,2182.0,665.65,11316.0,353.12,6003.0,2.76,47.0,8.06,YFR
120,162.83,977.0,173.33,1040.0,503.5,3021.0,307.0,1842.0,2.17,13.0,6.5,YFR
121,144.17,1730.0,164.08,1969.0,203.75,2445.0,164.08,1969.0,1.17,14.0,8.92,YFR
122,120.86,846.0,157.43,1102.0,205.86,1441.0,157.43,1102.0,1.43,10.0,4.86,YFR
123,83.11,748.0,90.22,812.0,216.22,1946.0,186.33,1677.0,2.0,18.0,4.11,YFR
124,95.12,1522.0,104.19,1667.0,199.25,3188.0,193.94,3103.0,1.81,29.0,9.75,YFR
125,102.42,1229.0,114.75,1377.0,209.5,2514.0,195.08,2341.0,1.92,23.0,8.17,YFR
126,88.57,620.0,165.71,1160.0,322.71,2259.0,201.14,1408.0,1.57,11.0,6.71,YFR
127,172.5,345.0,172.5,345.0,362.0,724.0,362.0,724.0,2.5,5.0,8.5,YFR
128,126.93,3427.0,129.96,3509.0,319.67,8631.0,240.96,6506.0,2.22,60.0,14.0,YFR
129,98.77,1284.0,105.77,1375.0,184.08,2393.0,174.31,2266.0,1.69,22.0,9.08,YFR
130,115.56,1040.0,131.56,1184.0,261.22,2351.0,204.56,1841.0,1.78,16.0,11.67,YFR
131,110.38,883.0,110.38,883.0,344.25,2754.0,289.38,2315.0,2.5,20.0,3.5,YFR
132,125.64,1382.0,131.36,1445.0,182.0,2002.0,169.36,1863.0,1.36,15.0,7.09,YFR
133,109.07,1636.0,109.07,1636.0,157.53,2363.0,125.8,1887.0,1.2,18.0,11.0,YFR
134,105.59,2323.0,110.64,2434.0,554.5,12199.0,332.82,7322.0,2.82,62.0,13.14,YFR
135,93.0,1116.0,98.83,1186.0,250.25,3003.0,210.75,2529.0,2.0,24.0,5.92,YFR
136,98.29,1671.0,105.18,1788.0,294.82,5012.0,260.35,4426.0,2.35,40.0,8.29,YFR
137,93.78,844.0,119.67,1077.0,223.0,2007.0,183.56,1652.0,1.56,14.0,4.0,YFR
138,110.15,1432.0,121.77,1583.0,148.0,1924.0,148.0,1924.0,1.23,16.0,10.77,YFR
139,100.1,1001.0,105.5,1055.0,182.5,1825.0,155.0,1550.0,1.6,16.0,5.7,YFR
140,111.89,1007.0,111.89,1007.0,160.89,1448.0,146.78,1321.0,1.22,11.0,5.78,YFR
141,98.5,1379.0,102.64,1437.0,165.5,2317.0,147.14,2060.0,1.5,21.0,12.07,YFR
142,102.88,823.0,111.5,892.0,176.0,1408.0,158.0,1264.0,1.5,12.0,14.5,YFR
143,103.21,1961.0,109.58,2082.0,133.84,2543.0,117.11,2225.0,1.16,22.0,11.95,YFR
144,118.25,946.0,171.25,1370.0,415.88,3327.0,245.62,1965.0,1.88,15.0,7.62,YFR
145,139.18,1531.0,149.36,1643.0,519.18,5711.0,345.45,3800.0,2.45,27.0,5.45,YFR
146,99.54,2389.0,99.54,2389.0,590.71,14177.0,330.71,7937.0,3.0,72.0,11.5,YFR
147,102.85,1337.0,108.15,1406.0,179.54,2334.0,140.31,1824.0,1.46,19.0,10.69,YFR
148,89.25,1071.0,94.58,1135.0,304.0,3648.0,155.5,1866.0,1.67,20.0,10.58,YFR
149,118.6,1779.0,122.6,1839.0,202.87,3043.0,162.73,2441.0,1.33,20.0,10.8,YFR
150,111.25,445.0,111.25,445.0,178.75,715.0,138.5,554.0,1.25,5.0,1.5,YFR
